  Current Time (s),Current Time (years),Pore Volume,Phase1-S7- Volume rate,Phase2-S7- Volume rate,Phase3-S7- Volume rate,Phase4-S7- Volume rate,Phase1-S7- Cumulative production,Phase2-S7- Cumulative production,Phase3-S7- Cumulative production,Phase4-S7- Cumulative production,Phase1-S8- Volume rate,Phase2-S8- Volume rate,Phase3-S8- Volume rate,Phase4-S8- Volume rate,Phase1-S8- Cumulative production,Phase2-S8- Cumulative production,Phase3-S8- Cumulative production,Phase4-S8- Cumulative production
 0.10000000000E+01,0.31709791984E-07,0.79744637616E+08,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00,0.00000000000E+00
